1	2659.959642	-4637.411173	883.532525
2	2888.950082	-5412.822286	415.818853
3	2874.286561	-5322.109794	647.133153
4	2902.694174	-5537.170867	446.839835
5	2908.895634	-5595.69184	325.723307
6	2848.771979	-5586.242992	28.37145
7	2901.358709	-5385.727403	105.122987
8	2999.850243	-5257.748635	226.656445
9	2975.308406	-5172.244583	421.578751
10	3241.070867	-5031.165843	684.991059
11	3286.545363	-4864.451635	711.494532
12	2924.089039	-4876.562354	156.065564
13	2892.604861	-4949.053863	-97.668571
14	2826.658219	-4967.972508	-291.796659
15	2471.580167	-5001.077348	-90.586523
16	2275.187359	-4854.35576	50.842491
17	2125.397051	-4698.345774	233.15763
18	2191.529574	-4656.666413	482.735771
19	2363.861044	-4579.068323	693.57094
20	2429.732997	-4279.697759	434.142019
21	2049.676587	-4272.40878	221.279213
22	2067.807959	-3961.570688	172.765502
23	2032.59201	-3921.244182	146.010849
24	2374.851901	-4086.691129	161.029575
25	2456.048939	-4120.853724	-201.759593
26	2518.82976	-4127.389919	-337.648148
27	2868.201824	-4261.694514	-703.794878
28	2948.647063	-4113.947765	-577.3481
29	3322.652016	-4058.9509	7.370546
30	3375.372841	-3935.797426	15.934538
31	3563.146124	-3913.334504	20.446605
32	3325.342364	-4385.916109	13.264194
33	3215.056093	-4532.652445	74.726975
34	3227.593003	-4912.887953	230.142628
35	3312.743424	-5191.703735	127.49169
36	3364.448036	-5258.678362	163.851033
37	3437.368726	-5121.760271	291.027502
38	3542.701202	-5458.640286	1012.202968
39	2434.565161	-5320.750969	847.604034
40	2458.53775	-4138.202733	346.833181
